PassengerId,Name,Sex,Age,Survived,Pclass,Ticket,Fare,Surname,Apellidos,Title
846,"Abbing, Mr. Anthony",1,42.0,0,3,C.A. 5547,7.55,Abbing,1,2
847,"Sage, Mr. Douglas Bullen",1,29.69911764705882,0,3,CA. 2343,69.55,Sage,3,2
848,"Markoff, Mr. Marin",1,35.0,0,3,349213,7.8958,Markoff,1,2
849,"Harper, Rev. John",1,28.0,0,2,248727,33.0,Harper,3,4
850,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",0,29.69911764705882,1,1,17453,89.1042,Goldenberg,2,3
851,"Andersson, Master. Sigvard Harald Elias",1,4.0,0,3,347082,31.275,Andersson,3,0
852,"Svensson, Mr. Johan",1,74.0,0,3,347060,7.775,Svensson,2,2
853,"Boulos, Miss. Nourelain",0,9.0,0,3,2678,15.2458,Boulos,3,1
854,"Lines, Miss. Mary Conover",0,16.0,1,1,PC 17592,39.4,Lines,1,1
855,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",0,44.0,0,2,244252,26.0,Carter,3,3
856,"Aks, Mrs. Sam (Leah Rosen)",0,18.0,1,3,392091,9.35,Aks,1,3
857,"Wick, Mrs. George Dennick (Mary Hitchcock)",0,45.0,1,1,36928,164.8667,Wick,2,3
858,"Daly, Mr. Peter Denis ",1,51.0,1,1,113055,26.55,Daly,2,2
859,"Baclini, Mrs. Solomon (Latifa Qurban)",0,24.0,1,3,2666,19.2583,Baclini,3,3
860,"Razi, Mr. Raihed",1,29.69911764705882,0,3,2629,7.2292,Razi,1,2
861,"Hansen, Mr. Claus Peter",1,41.0,0,3,350026,14.1083,Hansen,3,2
862,"Giles, Mr. Frederick Edward",1,21.0,0,2,28134,11.5,Giles,1,2
863,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",0,48.0,1,1,17466,25.9292,Swift,1,3
864,"Sage, Miss. Dorothy Edith ""Dolly""",0,29.69911764705882,0,3,CA. 2343,69.55,Sage,3,1
865,"Gill, Mr. John William",1,24.0,0,2,233866,13.0,Gill,1,2
866,"Bystrom, Mrs. (Karolina)",0,42.0,1,2,236852,13.0,Bystrom,1,3
867,"Duran y More, Miss. Asuncion",0,27.0,1,2,SC/PARIS 2149,13.8583,Duran y More,1,1
868,"Roebling, Mr. Washington Augustus II",1,31.0,0,1,PC 17590,50.4958,Roebling,1,2
869,"van Melkebeke, Mr. Philemon",1,29.69911764705882,0,3,345777,9.5,van Melkebeke,1,2
870,"Johnson, Master. Harold Theodor",1,4.0,1,3,347742,11.1333,Johnson,3,0
871,"Balkic, Mr. Cerin",1,26.0,0,3,349248,7.8958,Balkic,1,2
872,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",0,47.0,1,1,11751,52.5542,Beckwith,2,3
873,"Carlsson, Mr. Frans Olof",1,33.0,0,1,695,5.0,Carlsson,2,2
874,"Vander Cruyssen, Mr. Victor",1,47.0,0,3,345765,9.0,Vander Cruyssen,1,2
875,"Abelson, Mrs. Samuel (Hannah Wizosky)",0,28.0,1,2,P/PP 3381,24.0,Abelson,2,3
876,"Najib, Miss. Adele Kiamie ""Jane""",0,15.0,1,3,2667,7.225,Najib,1,1
877,"Gustafsson, Mr. Alfred Ossian",1,20.0,0,3,7534,9.8458,Gustafsson,3,2
878,"Petroff, Mr. Nedelio",1,19.0,0,3,349212,7.8958,Petroff,2,2
879,"Laleff, Mr. Kristo",1,29.69911764705882,0,3,349217,7.8958,Laleff,1,2
880,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",0,56.0,1,1,11767,83.1583,Potter,1,3
881,"Shelley, Mrs. William (Imanita Parrish Hall)",0,25.0,1,2,230433,26.0,Shelley,1,3
882,"Markun, Mr. Johann",1,33.0,0,3,349257,7.8958,Markun,1,2
883,"Dahlberg, Miss. Gerda Ulrika",0,22.0,0,3,7552,10.5167,Dahlberg,1,1
884,"Banfield, Mr. Frederick James",1,28.0,0,2,C.A./SOTON 34068,10.5,Banfield,1,2
885,"Sutehall, Mr. Henry Jr",1,25.0,0,3,SOTON/OQ 392076,7.05,Sutehall,1,2
886,"Rice, Mrs. William (Margaret Norton)",0,39.0,0,3,382652,29.125,Rice,3,3
887,"Montvila, Rev. Juozas",1,27.0,0,2,211536,13.0,Montvila,1,4
888,"Graham, Miss. Margaret Edith",0,19.0,1,1,112053,30.0,Graham,3,1
889,"Johnston, Miss. Catherine Helen ""Carrie""",0,29.69911764705882,0,3,W./C. 6607,23.45,Johnston,2,1
890,"Behr, Mr. Karl Howell",1,26.0,1,1,111369,30.0,Behr,1,2
891,"Dooley, Mr. Patrick",1,32.0,0,3,370376,7.75,Dooley,1,2
